Version;File;Buggy
1;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java;no
2;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java;no
3;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java;no
4;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java;no
5;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java;no
6;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java;no
7;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java;no
1;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java;no
2;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java;no
3;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java;no
4;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java;no
5;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java;no
6;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java;no
7;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java;no
1;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java;no
2;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java;no
3;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java;no
4;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java;no
5;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java;no
6;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java;yes
7;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java;no
1;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java;no
2;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java;no
3;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java;no
4;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java;no
5;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java;no
6;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java;no
7;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java;no
1;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/package-info.java;no
2;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/package-info.java;no
3;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/package-info.java;no
4;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/package-info.java;no
5;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/package-info.java;no
6;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/package-info.java;no
7;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/package-info.java;no
1;bookkeeper-benchmark/src/test/java/org/apache/bookkeeper/benchmark/TestBenchmark.java;no
2;bookkeeper-benchmark/src/test/java/org/apache/bookkeeper/benchmark/TestBenchmark.java;no
3;bookkeeper-benchmark/src/test/java/org/apache/bookkeeper/benchmark/TestBenchmark.java;no
4;bookkeeper-benchmark/src/test/java/org/apache/bookkeeper/benchmark/TestBenchmark.java;no
5;bookkeeper-benchmark/src/test/java/org/apache/bookkeeper/benchmark/TestBenchmark.java;no
6;bookkeeper-benchmark/src/test/java/org/apache/bookkeeper/benchmark/TestBenchmark.java;no
7;bookkeeper-benchmark/src/test/java/org/apache/bookkeeper/benchmark/TestBenchmark.java;no
1;bookkeeper-common/src/main/java/org/apache/bookkeeper/common/package-info.java;no
2;bookkeeper-common/src/main/java/org/apache/bookkeeper/common/package-info.java;no
3;bookkeeper-common/src/main/java/org/apache/bookkeeper/common/package-info.java;no
4;bookkeeper-common/src/main/java/org/apache/bookkeeper/common/package-info.java;no
5;bookkeeper-common/src/main/java/org/apache/bookkeeper/common/package-info.java;no
6;bookkeeper-common/src/main/java/org/apache/bookkeeper/common/package-info.java;no
7;bookkeeper-common/src/main/java/org/apache/bookkeeper/common/package-info.java;no
1;bookkeeper-common/src/main/java/org/apache/bookkeeper/util/MathUtils.java;no
2;bookkeeper-common/src/main/java/org/apache/bookkeeper/util/MathUtils.java;no
3;bookkeeper-common/src/main/java/org/apache/bookkeeper/util/MathUtils.java;no
4;bookkeeper-common/src/main/java/org/apache/bookkeeper/util/MathUtils.java;no
5;bookkeeper-common/src/main/java/org/apache/bookkeeper/util/MathUtils.java;no
6;bookkeeper-common/src/main/java/org/apache/bookkeeper/util/MathUtils.java;no
7;bookkeeper-common/src/main/java/org/apache/bookkeeper/util/MathUtils.java;no
1;bookkeeper-common/src/main/java/org/apache/bookkeeper/util/package-info.java;no
2;bookkeeper-common/src/main/java/org/apache/bookkeeper/util/package-info.java;no
3;bookkeeper-common/src/main/java/org/apache/bookkeeper/util/package-info.java;no
4;bookkeeper-common/src/main/java/org/apache/bookkeeper/util/package-info.java;no
5;bookkeeper-common/src/main/java/org/apache/bookkeeper/util/package-info.java;no
6;bookkeeper-common/src/main/java/org/apache/bookkeeper/util/package-info.java;no
7;bookkeeper-common/src/main/java/org/apache/bookkeeper/util/package-info.java;no
1;bookkeeper-common/src/test/java/org/apache/bookkeeper/test/TestStatsProvider.java;no
2;bookkeeper-common/src/test/java/org/apache/bookkeeper/test/TestStatsProvider.java;no
3;bookkeeper-common/src/test/java/org/apache/bookkeeper/test/TestStatsProvider.java;no
4;bookkeeper-common/src/test/java/org/apache/bookkeeper/test/TestStatsProvider.java;no
5;bookkeeper-common/src/test/java/org/apache/bookkeeper/test/TestStatsProvider.java;no
6;bookkeeper-common/src/test/java/org/apache/bookkeeper/test/TestStatsProvider.java;no
7;bookkeeper-common/src/test/java/org/apache/bookkeeper/test/TestStatsProvider.java;no
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthCallbacks.java;no
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthCallbacks.java;no
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthCallbacks.java;no
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthCallbacks.java;no
5;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthCallbacks.java;no
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthCallbacks.java;no
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthCallbacks.java;no
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthProviderFactoryFactory.java;no
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthProviderFactoryFactory.java;no
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthProviderFactoryFactory.java;no
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthProviderFactoryFactory.java;no
5;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthProviderFactoryFactory.java;no
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthProviderFactoryFactory.java;no
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthProviderFactoryFactory.java;no
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthToken.java;no
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthToken.java;no
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthToken.java;no
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthToken.java;no
5;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthToken.java;no
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthToken.java;no
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthToken.java;no
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/BookKeeperPrincipal.java;no
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/BookKeeperPrincipal.java;no
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/BookKeeperPrincipal.java;no
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/BookKeeperPrincipal.java;no
5;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/BookKeeperPrincipal.java;no
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/BookKeeperPrincipal.java;no
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/BookKeeperPrincipal.java;no
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/BookieAuthProvider.java;no
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/BookieAuthProvider.java;no
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/BookieAuthProvider.java;no
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/BookieAuthProvider.java;no
5;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/BookieAuthProvider.java;no
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/BookieAuthProvider.java;no
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/BookieAuthProvider.java;no
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/ClientAuthProvider.java;no
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/ClientAuthProvider.java;no
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/ClientAuthProvider.java;no
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/ClientAuthProvider.java;no
5;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/ClientAuthProvider.java;no
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/ClientAuthProvider.java;no
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/ClientAuthProvider.java;no
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/package-info.java;no
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/package-info.java;no
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/package-info.java;no
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/package-info.java;no
5;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/package-info.java;no
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/package-info.java;no
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/package-info.java;no
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/AbstractLogCompactor.java;no
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/AbstractLogCompactor.java;no
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/AbstractLogCompactor.java;no
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/AbstractLogCompactor.java;no
5;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/AbstractLogCompactor.java;no
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/AbstractLogCompactor.java;no
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/AbstractLogCompactor.java;no
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookKeeperServerStats.java;no
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookKeeperServerStats.java;no
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookKeeperServerStats.java;no
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookKeeperServerStats.java;no
5;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookKeeperServerStats.java;no
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookKeeperServerStats.java;no
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookKeeperServerStats.java;no
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java;yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java;yes
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java;yes
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java;yes
5;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java;yes
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java;yes
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java;yes
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieCriticalThread.java;no
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieCriticalThread.java;no
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieCriticalThread.java;no
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieCriticalThread.java;no
5;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieCriticalThread.java;no
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieCriticalThread.java;no
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieCriticalThread.java;no
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java;yes
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java;no
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java;no
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java;no
5;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java;no
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java;no
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java;no
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java;no
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java;no
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java;no
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java;no
5;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java;no
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java;no
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java;no
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieStateManager.java;no
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieStateManager.java;no
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieStateManager.java;no
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieStateManager.java;no
5;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieStateManager.java;no
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieStateManager.java;no
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieStateManager.java;no
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieStatus.java;no
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieStatus.java;no
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieStatus.java;no
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieStatus.java;no
5;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieStatus.java;no
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieStatus.java;no
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieStatus.java;no
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieThread.java;no
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieThread.java;no
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieThread.java;no
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieThread.java;no
5;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieThread.java;no
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieThread.java;no
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieThread.java;no
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java;no
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java;no
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java;no
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java;no
5;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java;no
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java;no
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java;no
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannelBase.java;no
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannelBase.java;no
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannelBase.java;no
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannelBase.java;no
5;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannelBase.java;no
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannelBase.java;no
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannelBase.java;no
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedReadChannel.java;no
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedReadChannel.java;no
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedReadChannel.java;no
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedReadChannel.java;no
5;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedReadChannel.java;no
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedReadChannel.java;no
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedReadChannel.java;no
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/CacheCallback.java;no
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/CacheCallback.java;no
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/CacheCallback.java;no
4;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/CacheCallback.java;no
5;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/CacheCallback.java;no
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/CacheCallback.java;no
7;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/CacheCallback.java;no
